Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zirk', 'Arun', 'AnZirk252', 'Zirk.Arun@calpoly.com', 'Zirk90', 148, 46, 149)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ryan', 'Johnson', 'RnJohnson50', 'Ryan.Johnson@inbox.com', 'Ryan91', 180, 276, 74)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Joe', 'Arf', 'AfJoe71', 'Joe.Arf@bing.com', 'Joe267', 92, 197, 39)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Juan', 'Marry', 'JnMarry194', 'Juan.Marry@inbox.com', 'Juan274', 103, 96, 7)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Tom', 'Andy', 'TmAndy139', 'Tom.Andy@gmail.com', 'Tom276', 85, 234, 140)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Joe', 'Yas', 'JeYas274', 'Joe.Yas@bing.com', 'Joe95', 270, 139, 228)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arf', 'Yas', 'YsArf15', 'Arf.Yas@inbox.com', 'Arf217', 278, 40, 222)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Adam', 'Zog', 'ZgAdam236', 'Adam.Zog@zoho.com', 'Adam61', 30, 39, 277)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zack', 'Tom', 'TmZack278', 'Zack.Tom@sprynet.com', 'Zack234', 229, 88, 276)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Lil', 'Anna', 'AaLil14', 'Lil.Anna@sprynet.com', 'Lil44', 11, 159, 68)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Tom', 'Stone', 'TmStone95', 'Tom.Stone@outlook.com', 'Tom207', 275, 73, 122)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brian', 'Bar', 'BrBrian300', 'Brian.Bar@bing.com', 'Brian78', 68, 158, 115)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Samuel', 'Jose', 'SlJose224', 'Samuel.Jose@zoho.com', 'Samuel183', 280, 155, 175)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Marry', 'Jess', 'MyJess160', 'Marry.Jess@gmail.com', 'Marry30', 291, 205, 193)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Luber', 'Albert', 'LrAlbert55', 'Luber.Albert@gmail.com', 'Luber285', 19, 37, 212)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Wendle', 'Lil', 'WeLil259', 'Wendle.Lil@calpoly.com', 'Wendle38', 184, 43, 295)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Marry', 'Zag', 'MyZag230', 'Marry.Zag@calpoly.com', 'Marry51', 181, 150, 89)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jose', 'Zag', 'ZgJose25', 'Jose.Zag@inbox.com', 'Jose279', 44, 205, 176)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Anna', 'Markson', 'AaMarkson97', 'Anna.Markson@gmail.com', 'Anna122', 226, 74, 280)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Franky', 'George', 'FyGeorge21', 'Franky.George@inbox.com', 'Franky0', 112, 241, 151)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'George', 'Wyne', 'GeWyne274', 'George.Wyne@sprynet.com', 'George233', 84, 291, 247)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Dirk', 'Marria', 'DkMarria1', 'Dirk.Marria@bing.com', 'Dirk277', 297, 199, 244)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zog', 'Tom', 'TmZog206', 'Zog.Tom@bing.com', 'Zog224', 221, 29, 132)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Dirk', 'Marria', 'MaDirk254', 'Dirk.Marria@bing.com', 'Dirk49', 254, 294, 209)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Frank', 'Yas', 'FkYas81', 'Frank.Yas@aol.com', 'Frank147', 40, 132, 227)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ronald', 'Sam', 'RdSam71', 'Ronald.Sam@sprynet.com', 'Ronald32', 289, 246, 27)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Nat', 'Buddy', 'NtBuddy53', 'Nat.Buddy@icloud.com', 'Nat134', 147, 132, 269)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brian', 'Zig', 'BnZig222', 'Brian.Zig@icloud.com', 'Brian88', 157, 54, 223)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Frank', 'Yuppy', 'YyFrank289', 'Frank.Yuppy@outlook.com', 'Frank230', 53, 72, 82)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Franky', 'Nat', 'NtFranky296', 'Franky.Nat@inbox.com', 'Franky115', 96, 39, 198)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arun', 'Sarah', 'AnSarah57', 'Arun.Sarah@yahoo.com', 'Arun112', 29, 59, 156)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronnie', 'Adam', 'AmRonnie140', 'Ronnie.Adam@yahoo.com', 'Ronnie161', 109, 84, 286)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Joe', 'Zirk', 'ZkJoe260', 'Joe.Zirk@bing.com', 'Joe32', 34, 147, 7)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ronny', 'Toshi', 'RyToshi46', 'Ronny.Toshi@outlook.com', 'Ronny210', 200, 285, 177)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronald', 'Ann', 'RdAnn219', 'Ronald.Ann@sprynet.com', 'Ronald73', 271, 235, 124)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zog', 'Sara', 'ZgSara161', 'Zog.Sara@gmail.com', 'Zog182', 193, 30, 175)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arpon', 'Arpon', 'AnArpon20', 'Arpon.Arpon@gmail.com', 'Arpon52', 90, 35, 225)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zack', 'Adam', 'ZkAdam121', 'Zack.Adam@inbox.com', 'Zack117', 41, 114, 264)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronny', 'Ron', 'RyRon70', 'Ronny.Ron@inbox.com', 'Ronny24', 296, 227, 65)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Andrew', 'Andy', 'AyAndrew262', 'Andrew.Andy@sprynet.com', 'Andrew123', 144, 97, 144)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Joe', 'Lil', 'LlJoe128', 'Joe.Lil@inbox.com', 'Joe218', 36, 54, 214)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Natalie', 'Adam', 'NeAdam210', 'Natalie.Adam@icloud.com', 'Natalie36', 100, 98, 120)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bud', 'Ronald', 'RdBud148', 'Bud.Ronald@zoho.com', 'Bud266', 153, 243, 77)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arun', 'Ronny', 'RyArun199', 'Arun.Ronny@sprynet.com', 'Arun89', 61, 75, 64)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Buddy', 'Rene', 'ByRene148', 'Buddy.Rene@outlook.com', 'Buddy274', 190, 6, 254)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jon', 'Boof', 'BfJon135', 'Jon.Boof@sprynet.com', 'Jon121', 95, 142, 149)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arpon', 'Lil', 'LlArpon122', 'Arpon.Lil@outlook.com', 'Arpon123', 273, 237, 91)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ahn', 'Albertson', 'AnAlbertson245', 'Ahn.Albertson@outlook.com', 'Ahn136', 111, 133, 274)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jose', 'Sara', 'JeSara45', 'Jose.Sara@zoho.com', 'Jose212', 263, 243, 203)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Natalie', 'Schmit', 'StNatalie137', 'Natalie.Schmit@icloud.com', 'Natalie214', 126, 33, 108)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Reece', 'Yas', 'ReYas182', 'Reece.Yas@outlook.com', 'Reece145', 30, 19, 240)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'John', 'Bob', 'BbJohn80', 'John.Bob@calpoly.com', 'John6', 259, 129, 178)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zig', 'George', 'ZgGeorge289', 'Zig.George@icloud.com', 'Zig210', 203, 288, 171)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Tara', 'Mark', 'MkTara102', 'Tara.Mark@inbox.com', 'Tara43', 127, 106, 125)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Neima', 'George', 'GeNeima261', 'Neima.George@yahoo.com', 'Neima208', 166, 47, 57)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jess', 'Brett', 'BtJess146', 'Jess.Brett@icloud.com', 'Jess218', 90, 230, 42)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Marry', 'Buddy', 'ByMarry43', 'Marry.Buddy@zoho.com', 'Marry264', 132, 81, 168)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Samuel', 'Ronald', 'SlRonald148', 'Samuel.Ronald@bing.com', 'Samuel25', 216, 182, 230)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Luber', 'Ronald', 'RdLuber211', 'Luber.Ronald@inbox.com', 'Luber146', 260, 184, 203)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ryan', 'Goergeson', 'RnGoergeson205', 'Ryan.Goergeson@calpoly.com', 'Ryan287', 139, 270, 196)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arf', 'Bud', 'AfBud7', 'Arf.Bud@bing.com', 'Arf180', 3, 285, 195)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'George', 'Marry', 'GeMarry162', 'George.Marry@calpoly.com', 'George276', 108, 129, 195)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'McDonald', 'Gym', 'GmMcDonald209', 'McDonald.Gym@yahoo.com', 'McDonald174', 131, 216, 216)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Markson', 'Andrew', 'AwMarkson176', 'Markson.Andrew@bing.com', 'Markson31', 238, 86, 197)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ron', 'Jessica', 'RnJessica177', 'Ron.Jessica@gmail.com', 'Ron248', 248, 1, 125)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arun', 'Mike', 'MeArun264', 'Arun.Mike@inbox.com', 'Arun30', 198, 104, 162)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Marria', 'Anna', 'AaMarria221', 'Marria.Anna@sprynet.com', 'Marria77', 148, 139, 195)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Yas', 'Rachel', 'RlYas101', 'Yas.Rachel@gmail.com', 'Yas68', 26, 228, 256)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'John', 'Frankson', 'JnFrankson164', 'John.Frankson@calpoly.com', 'John159', 224, 22, 108)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zog', 'Hoss', 'ZgHoss299', 'Zog.Hoss@icloud.com', 'Zog46', 75, 88, 19)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zag', 'Nat', 'NtZag160', 'Zag.Nat@aol.com', 'Zag273', 59, 179, 178)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bar', 'Joe', 'BrJoe28', 'Bar.Joe@bing.com', 'Bar106', 169, 82, 252)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Debra', 'Anna', 'DaAnna98', 'Debra.Anna@icloud.com', 'Debra28', 230, 44, 265)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Albert', 'Marry', 'AtMarry201', 'Albert.Marry@icloud.com', 'Albert40', 271, 227, 242)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zog', 'Schmit', 'StZog166', 'Zog.Schmit@calpoly.com', 'Zog147', 4, 101, 279)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jessica', 'Juan', 'JaJuan122', 'Jessica.Juan@outlook.com', 'Jessica238', 19, 204, 280)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ron', 'Bar', 'BrRon232', 'Ron.Bar@icloud.com', 'Ron281', 40, 126, 128)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Andy', 'Martin', 'MnAndy181', 'Andy.Martin@icloud.com', 'Andy194', 95, 263, 101)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ronnie', 'Arun', 'ReArun129', 'Ronnie.Arun@icloud.com', 'Ronnie118', 35, 278, 273)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Frankson', 'Ronnie', 'FnRonnie1', 'Frankson.Ronnie@icloud.com', 'Frankson260', 124, 254, 201)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Guppy', 'Zack', 'ZkGuppy95', 'Guppy.Zack@sprynet.com', 'Guppy155', 13, 161, 179)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Rene', 'Joe', 'JeRene242', 'Rene.Joe@inbox.com', 'Rene101', 248, 183, 37)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Albert', 'Andy', 'AtAndy233', 'Albert.Andy@sprynet.com', 'Albert63', 37, 3, 271)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Dirk', 'Jon', 'JnDirk5', 'Dirk.Jon@gmail.com', 'Dirk64', 189, 100, 126)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Frank', 'Ahn', 'AnFrank80', 'Frank.Ahn@zoho.com', 'Frank63', 266, 107, 210)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sammy', 'Stone', 'SyStone177', 'Sammy.Stone@yahoo.com', 'Sammy208', 69, 161, 173)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'John', 'George', 'JnGeorge217', 'John.George@outlook.com', 'John278', 262, 117, 97)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ann', 'Zack', 'ZkAnn200', 'Ann.Zack@gmail.com', 'Ann185', 170, 246, 16)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Reece', 'Brett', 'BtReece138', 'Reece.Brett@bing.com', 'Reece27', 191, 142, 208)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Mike', 'Zig', 'ZgMike176', 'Mike.Zig@sprynet.com', 'Mike100', 69, 40, 213)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Mike', 'Gym', 'GmMike258', 'Mike.Gym@outlook.com', 'Mike149', 71, 217, 56)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arun', 'Tara', 'TaArun42', 'Arun.Tara@aol.com', 'Arun287', 181, 80, 2)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jesus', 'Anna', 'JsAnna219', 'Jesus.Anna@gmail.com', 'Jesus63', 269, 142, 131)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Zirk', 'Yuppy', 'ZkYuppy274', 'Zirk.Yuppy@gmail.com', 'Zirk284', 262, 171, 126)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Marria', 'Ryan', 'RnMarria1', 'Marria.Ryan@sprynet.com', 'Marria237', 67, 214, 74)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'George', 'Ronald', 'GeRonald217', 'George.Ronald@inbox.com', 'George156', 79, 295, 18)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brian', 'McDonald', 'BnMcDonald165', 'Brian.McDonald@gmail.com', 'Brian159', 156, 50, 299)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Brett', 'Arun', 'AnBrett158', 'Brett.Arun@yahoo.com', 'Brett110', 23, 111, 99)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jon', 'Ronnie', 'ReJon288', 'Jon.Ronnie@inbox.com', 'Jon275', 197, 123, 183)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zob', 'Hoss', 'HsZob143', 'Zob.Hoss@zoho.com', 'Zob93', 162, 41, 259)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jon', 'Debra', 'JnDebra100', 'Jon.Debra@aol.com', 'Jon273', 7, 5, 75)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Rachel', 'Albert', 'AtRachel281', 'Rachel.Albert@inbox.com', 'Rachel196', 226, 105, 150)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jess', 'Jay', 'JsJay218', 'Jess.Jay@inbox.com', 'Jess136', 169, 52, 43)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Brett', 'Bart', 'BtBrett154', 'Brett.Bart@aol.com', 'Brett215', 86, 150, 162)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Martin', 'Ann', 'AnMartin298', 'Martin.Ann@zoho.com', 'Martin125', 14, 270, 145)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Arf', 'Wyne', 'WeArf1', 'Arf.Wyne@zoho.com', 'Arf257', 227, 20, 30)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Joe', 'Jess', 'JsJoe279', 'Joe.Jess@bing.com', 'Joe153', 42, 62, 280)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Stone', 'Sara', 'SaStone242', 'Stone.Sara@sprynet.com', 'Stone57', 76, 122, 127)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Ahn', 'Tara', 'TaAhn88', 'Ahn.Tara@aol.com', 'Ahn161', 240, 111, 93)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Boof', 'Anna', 'BfAnna117', 'Boof.Anna@bing.com', 'Boof153', 115, 63, 103)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Bob', 'Gym', 'GmBob118', 'Bob.Gym@sprynet.com', 'Bob221', 146, 13, 204)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jay', 'Martin', 'JyMartin182', 'Jay.Martin@outlook.com', 'Jay2', 77, 56, 282)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sam', 'Frank', 'SmFrank158', 'Sam.Frank@yahoo.com', 'Sam193', 150, 13, 265)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Dirk', 'Sarah', 'DkSarah143', 'Dirk.Sarah@outlook.com', 'Dirk49', 285, 190, 78)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Tay', 'Tom', 'TyTom299', 'Tay.Tom@zoho.com', 'Tay216', 291, 201, 194)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Rene', 'Brian', 'ReBrian130', 'Rene.Brian@aol.com', 'Rene60', 165, 73, 148)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Jose', 'Sarah', 'ShJose154', 'Jose.Sarah@gmail.com', 'Jose224', 183, 112, 116)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Albertson', 'Hoss', 'HsAlbertson61', 'Albertson.Hoss@outlook.com', 'Albertson2', 293, 144, 160)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'George', 'Arf', 'AfGeorge145', 'George.Arf@outlook.com', 'George241', 32, 146, 49)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Debra', 'Adam', 'AmDebra80', 'Debra.Adam@zoho.com', 'Debra27', 288, 166, 232)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sammy', 'Tara', 'TaSammy32', 'Sammy.Tara@icloud.com', 'Sammy85', 243, 139, 88)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Luber', 'Zog', 'LrZog40', 'Luber.Zog@calpoly.com', 'Luber94', 277, 165, 11)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Franky', 'Gym', 'GmFranky267', 'Franky.Gym@calpoly.com', 'Franky11', 138, 282, 192)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arun', 'Reece', 'ReArun284', 'Arun.Reece@sprynet.com', 'Arun170', 38, 153, 63)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Sarah', 'Nat', 'NtSarah9', 'Sarah.Nat@icloud.com', 'Sarah79', 103, 26, 247)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Luber', 'Juan', 'JnLuber142', 'Luber.Juan@zoho.com', 'Luber25', 173, 90, 271)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Bud', 'Zirk', 'BdZirk249', 'Bud.Zirk@aol.com', 'Bud271', 50, 5, 250)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arpon', 'Bart', 'BtArpon89', 'Arpon.Bart@yahoo.com', 'Arpon207', 238, 283, 268)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Stone', 'Tom', 'SeTom119', 'Stone.Tom@icloud.com', 'Stone240', 295, 91, 66)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Frankson', 'Marria', 'FnMarria218', 'Frankson.Marria@yahoo.com', 'Frankson91', 250, 43, 20)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Goergeson', 'Frank', 'GnFrank193', 'Goergeson.Frank@zoho.com', 'Goergeson166', 45, 91, 192)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zack', 'Sara', 'ZkSara242', 'Zack.Sara@inbox.com', 'Zack13', 192, 246, 3)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Marria', 'Wyne', 'MaWyne107', 'Marria.Wyne@aol.com', 'Marria77', 16, 170, 289)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Jesus', 'Marria', 'MaJesus253', 'Jesus.Marria@yahoo.com', 'Jesus82', 163, 106, 233)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'McDonald', 'Toshi', 'MdToshi178', 'McDonald.Toshi@bing.com', 'McDonald143', 214, 218, 52)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Frank', 'Zag', 'FkZag117', 'Frank.Zag@sprynet.com', 'Frank178', 205, 172, 49)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ahn', 'Markson', 'MnAhn213', 'Ahn.Markson@sprynet.com', 'Ahn159', 130, 230, 296)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Anna', 'Franky', 'FyAnna21', 'Anna.Franky@yahoo.com', 'Anna239', 205, 10, 28)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Goergeson', 'Lil', 'GnLil22', 'Goergeson.Lil@sprynet.com', 'Goergeson130', 115, 208, 144)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Ronald', 'Franky', 'FyRonald206', 'Ronald.Franky@bing.com', 'Ronald166', 17, 42, 249)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Wyne', 'Wyne', 'WeWyne205', 'Wyne.Wyne@bing.com', 'Wyne216', 180, 282, 87)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Zig', 'Jay', 'ZgJay151', 'Zig.Jay@calpoly.com', 'Zig102', 154, 270, 55)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bart', 'Boof', 'BfBart38', 'Bart.Boof@bing.com', 'Bart116', 75, 173, 232)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (False, 'Bart', 'Franky', 'BtFranky27', 'Bart.Franky@aol.com', 'Bart274', 192, 158, 74)
Insert into User (Priv, firstName, lastName, username, email, password, scorea, scoreb, scorec) values (True, 'Arpon', 'Rachel', 'AnRachel25', 'Arpon.Rachel@sprynet.com', 'Arpon1', 280, 66, 195)
